LC,Accession Number,"Author, Primary","Authors, Multiple",Barcode,Bibliographic Format,Branch,Collection/Status,Copy,Corporate Author,Cost,Date Touched,Description,Edition,General Material Designation,Home Branch,ISBN,ISBN-Normal,ISBN-Normal 10,LC Classification 1,LCCN,Place of Publication,Publication Dates,Publication Year,Publisher,Series,Status,"Subject Headings, LC",Title,"Titles, Alternate"
QD 461 .V33 1993,2529,"VanCleave, Janice Pratt","VanCleave, Janice Pratt",2529,Monograph,Learning Commons,Activity,,,,,88 p. : ill. ; 21 cm.,,text,Learning Commons,047155054X (pbk.) :,9.78E+12,047155054X,QD 461 .V33 1993,92025719,New York,c1993,1993,John Wiley & Sons,,Available,Molecular structure - Experiments - Juvenile literature;Chemistry - Experiments - Juvenile literature;Molecules - Experiments;Chemistry - Experiments;Experiments;Science projects,Janice VanCleave's molecules.,Molecules
GC 21.5 .V36 1996,50,"VanCleave, Janice Pratt","VanCleave, Janice Pratt",1219,Monograph,Learning Commons,Activity,,,,,"vii, 245 p. : ill., maps ; 23 cm.",,text,,0471124540 (alk.paper),9.78E+12,471124540,GC 21.5 .V36 1996,95009201,New York,c1996,1996,Wiley,,Available,Oceanography - Experiments - Juvenile literature;Oceanography - Experiments;Experiments,Janice VanCleave's oceans for every kid : easy activities that make learning science fun.,Oceans for every kid
GC 21.5 .V36 1996,2521,"VanCleave, Janice Pratt","VanCleave, Janice Pratt",2521,Monograph,Learning Commons,Act-nonc,,,,,"vii, 245 p. : ill., maps ; 23 cm.",,text,Learning Commons,0471124540 (alk.paper),9.78E+12,471124540,GC 21.5 .V36 1996,95009201,New York,c1996,1996,Wiley,,Non-Circulating,Oceanography - Experiments - Juvenile literature;Oceanography - Experiments;Experiments,Janice VanCleave's oceans for every kid : easy activities that make learning science fun.,Oceans for every kid
QK 52.6 .V35 1997,2755,"VanCleave, Janice Pratt","VanCleave, Janice Pratt",2755,Monograph,Learning Commons,Act-nonc,,,,,90 p. : ill. ; 21 cm.,,text,Learning Commons,0471146870 (pbk. : alk. paper),9.78E+12,471146870,QK 52.6 .V35 1997,96002744,New York,c1997,1997,John Wiley,,Available,Plants - Experiments - Juvenile literature;Botany - Experiments - Juvenile literature;Botany - Experiments;Plants - Experiments;Experiments;Science projects,Janice VanCleave's plants : mind-boggling experiments you can turn into science fair projects.,Plants
QK 52.6 .V35 1997,4223,"VanCleave, Janice Pratt","VanCleave, Janice Pratt",2754,Monograph,Learning Commons,Activity,,,,,90 p. : ill. ; 21 cm.,,text,,0471146870 (pbk. : alk. paper),9.78E+12,471146870,QK 52.6 .V35 1997,96002744,New York,c1997,1997,John Wiley,,Available,Plants - Experiments - Juvenile literature;Botany - Experiments - Juvenile literature;Botany - Experiments;Plants - Experiments;Experiments;Science projects,Janice VanCleave's plants : mind-boggling experiments you can turn into science fair projects.,Plants
QH 316.5 .V366 1997,6961,"VanCleave, Janice Pratt","VanCleave, Janice Pratt",10208,Monograph,TI Classroom,Activity,,,,18:31.6,122 p. : ill. (some col.) ; 23 x 27 cm.,,text,TI Classroom,0471129399 (cloth : alk. paper),9.78E+12,471129399,QH 316.5 .V366 1997,96002865,New York,1997,1997,Wiley,,Lost,Biology - Experiments - Juvenile literature;Nature - Experiments - Juvenile literature;Biology - Experiments;Nature - Experiments;Experiments;Preschool children,Janice VanCleave's play and find out about nature : easy experiments for young children.,Play and find out about nature;Play and find out about nature
QH 316.5 .V366 1997,10209,"VanCleave, Janice Pratt","VanCleave, Janice Pratt",10209,Monograph,Learning Commons,Act-nonc,,,,,122 p. : ill. (some col.) ; 23 x 27 cm.,,text,Learning Commons,0471129399 (cloth : alk. paper),9.78E+12,471129399,QH 316.5 .V366 1997,96002865,New York,1997,1997,Wiley,,Available,Biology - Experiments - Juvenile literature;Nature - Experiments - Juvenile literature;Biology - Experiments;Nature - Experiments;Experiments;Preschool children,Janice VanCleave's play and find out about nature : easy experiments for young children.,Play and find out about nature;Play and find out about nature
QP 37 .V364 1998,6325,"VanCleave, Janice Pratt","VanCleave, Janice Pratt",6325,Monograph,Learning Commons,Act-nonc,,,,07:40.0,122 p. : ill. (some col.) ; 23 x 27 cm.,,text,Learning Commons,0471129348 (cloth : alk. paper),9.78E+12,471129348,QP 37 .V364 1998,97028716,New York,c1998,1998,John Wiley,,Available,"Human physiology - Experiments - Juvenile literature;Body, Human - Juvenile literature;Body, Human - Experiments;Experiments;Questions and answers;Body, Human;Human physiology - Experiments;Education, Preschool - Experiments",Janice VanCleave's play and find out about the human body : easy experiments for young children.,Play and find out about the human body;Play and find out about the human body;Human body
QP 37 .V364 1998,6324,"VanCleave, Janice Pratt","VanCleave, Janice Pratt",6324,Monograph,Learning Commons,Activity,,,,,122 p. : ill. (some col.) ; 23 x 27 cm.,,text,Learning Commons,0471129348 (cloth : alk. paper),9.78E+12,471129348,QP 37 .V364 1998,97028716,New York,c1998,1998,John Wiley,,Available,"Human physiology - Experiments - Juvenile literature;Body, Human - Juvenile literature;Body, Human - Experiments;Experiments;Questions and answers;Body, Human;Human physiology - Experiments;Education, Preschool - Experiments",Janice VanCleave's play and find out about the human body : easy experiments for young children.,Play and find out about the human body;Play and find out about the human body;Human body
QE 432.2 .V36 1996,5649,"VanCleave, Janice Pratt","VanCleave, Janice Pratt;Ettlinger, Doris",6789,Monograph,Learning Commons,Activity,,,,,90 p. : ill. ; 21 cm.,,text,,0471102695 (pbk. : acid-free paper),9.78E+12,471102695,QE 432.2 .V36 1996,95010324,New York,c1996,1996,Wiley,,Available,Rocks - Experiments - Juvenile literature;Minerals - Experiments - Juvenile literature;Science exhibitions - Juvenile literature;Science - Experiments - Study and teaching (Elementary);Science projects - Juvenile literature;Experiments,Janice VanCleave's rocks and minerals : mind-boggling experiments you can turn into science fair projects,Rocks and minerals;Rocks and minerals.
QE 432.2 .V36 1996,6790,"VanCleave, Janice Pratt","VanCleave, Janice Pratt;Ettlinger, Doris",6790,Monograph,Learning Commons,Act-nonc,,,,,90 p. : ill. ; 21 cm.,,text,Learning Commons,0471102695 (pbk. : acid-free paper),9.78E+12,471102695,QE 432.2 .V36 1996,95010324,New York,c1996,1996,Wiley,,Available,Rocks - Experiments - Juvenile literature;Minerals - Experiments - Juvenile literature;Science exhibitions - Juvenile literature;Science - Experiments - Study and teaching (Elementary);Science projects - Juvenile literature;Experiments,Janice VanCleave's rocks and minerals : mind-boggling experiments you can turn into science fair projects,Rocks and minerals;Rocks and minerals.
Q 182.3 .V38 1997,6319,"VanCleave, Janice Pratt","VanCleave, Janice Pratt",8755,Monograph,Learning Commons,Activity,,,,,"xvi, 308 p. : ill. ; 30 cm.",,text,,0471193798 (loose-leaf : alk. paper),9.78E+12,471193798,Q 182.3 .V38 1997,97006047,New York,c1997,1997,Wiley,,Available,Science - Experiments - Study and teaching;Science - Experiments - Juvenile literature;Science - Experiments;Experiments,Janice VanCleave's science experiment sourcebook,Science experiment sourcebook
QP 37 .V36 1995,21798,"VanCleave, Janice Pratt","VanCleave, Janice Pratt",21798,Monograph,Learning Commons,Activity,,,,,"ix, 223 p. : ill. ; 24 cm.",,text,Learning Commons,0471024139 (acid-free paper),9.78E+12,471024139,QP 37 .V36 1995,94020862,New York,c1995,1995,J. Wiley,,Available,"Human physiology - Experiments - Juvenile literature;Body, Human - Experiments",Janice VanCleave's the human body for every kid : easy activities that make learning science fun.,Human body for every kid
QP 37 .V36 1995,204,"VanCleave, Janice Pratt","VanCleave, Janice Pratt",5849,Monograph,Learning Commons,Act-nonc,,,,,"ix, 223 p. : ill. ; 24 cm.",,text,Learning Commons,0471024139 (acid-free paper),9.78E+12,471024139,QP 37 .V36 1995,94020862,New York,c1995,1995,J. Wiley,,Non-Circulating,"Human physiology - Experiments - Juvenile literature;Body, Human - Experiments",Janice VanCleave's the human body for every kid : easy activities that make learning science fun.,Human body for every kid
QE 521.3 .V376 1994,279,"VanCleave, Janice Pratt","VanCleave, Janice Pratt",4242,Monograph,Learning Commons,Activity,,,,,89 p. : ill. ; 21 cm.,,text,,0471308110 (acid-free) :,9.78E+12,471308110,QE 521.3 .V376 1994,93023148,New York,c1994,1994,Wiley & Sons,,Available,Volcanoes - Experiments - Juvenile literature;Science projects - Juvenile literature;Volcanoes - Experiments;Science projects;Science exhibitions - Juvenile literature,Janice VanCleave's volcanoes : mind-boggling experiments you can turn into science fair projects.,Volcanoes
QE 521.3 .V376 1994,6050,"VanCleave, Janice Pratt","VanCleave, Janice Pratt",6050,Monograph,Learning Commons,Act-nonc,,,,,89 p. : ill. ; 21 cm.,,text,Learning Commons,0471308110 (acid-free) :,9.78E+12,471308110,QE 521.3 .V376 1994,93023148,New York,c1994,1994,Wiley & Sons,,Available,Volcanoes - Experiments - Juvenile literature;Science projects - Juvenile literature;Volcanoes - Experiments;Science projects;Science exhibitions - Juvenile literature,Janice VanCleave's volcanoes : mind-boggling experiments you can turn into science fair projects.,Volcanoes
QC 981.3 .V36 1995,6787,"VanCleave, Janice Pratt","VanCleave, Janice Pratt;Ettlinger, Doris",6787,Monograph,Learning Commons,Activity,,,,,89 p. : ill. ; 21 cm.,,text,TI Classroom,047103231X (acid-free paper),9.78E+12,047103231X,QC 981.3 .V36 1995,94025646,New York,c1995,1995,John Wiley,,Missing,Weather - Experiments - Juvenile literature;Science - Experiments - Study and teaching (Elementary);Science exhibitions - Juvenile literature;Science projects - Juvenile literature;Weather - Experiments;Experiments,Janice VanCleave's weather : mind-boggling experiments you can turn into science fair projects,Weather.
QC 981.3 .V36 1995,21877,"VanCleave, Janice Pratt","VanCleave, Janice Pratt;Ettlinger, Doris",21877,Monograph,Learning Commons,Activity,,,,,89 p. : ill. ; 21 cm.,,text,Learning Commons,047103231X (acid-free paper),9.78E+12,047103231X,QC 981.3 .V36 1995,94025646,New York,c1995,1995,John Wiley,,Available,Weather - Experiments - Juvenile literature;Science - Experiments - Study and teaching (Elementary);Science exhibitions - Juvenile literature;Science projects - Juvenile literature;Weather - Experiments;Experiments,Janice VanCleave's weather : mind-boggling experiments you can turn into science fair projects,Weather.
QC 981.3 .V36 1995,5648,"VanCleave, Janice Pratt","VanCleave, Janice Pratt;Ettlinger, Doris",6788,Monograph,Learning Commons,Act-nonc,,,,,89 p. : ill. ; 21 cm.,,text,Learning Commons,047103231X (acid-free paper),9.78E+12,047103231X,QC 981.3 .V36 1995,94025646,New York,c1995,1995,John Wiley,,Non-Circulating,Weather - Experiments - Juvenile literature;Science - Experiments - Study and teaching (Elementary);Science exhibitions - Juvenile literature;Science projects - Juvenile literature;Weather - Experiments;Experiments,Janice VanCleave's weather : mind-boggling experiments you can turn into science fair projects,Weather.
QH 316.5 .J38 1987,3924,"Wiebe, Arthur J","Wiebe, Arthur J;Ecklund, Larry;Hillen, Judith;Courtney, Barry",3118,Monograph,Learning Commons,Act-nonc,,,,,"v, 63 leaves : ill. ; 28 cm.",,text,,,,,,,"Fresno, Calif.",c1987,1987,AIMS Education Foundation,Project AIMS. [Grade] 3-4 ;; bk. A,Missing,"Mathematics - Problems, exercises, etc;Mathematics - Study and teaching (Elementary);Science - Experiments - Juvenile literature;Biology - Experiments - Juvenile literature;Food - Experiments - Juvenile literature;Interdisciplinary approach in education",Jaw breakers and heart thumpers : a study in fun foods and body basics,
QH 316.5 .J38 1987,2558,"Wiebe, Arthur J","Wiebe, Arthur J;Ecklund, Larry;Hillen, Judith;Courtney, Barry",2558,Monograph,Learning Commons,Activity,,,,,"v, 63 leaves : ill. ; 28 cm.",,text,Learning Commons,,,,,,"Fresno, Calif.",c1987,1987,AIMS Education Foundation,Project AIMS. [Grade] 3-4 ;; bk. A,Missing,"Mathematics - Problems, exercises, etc;Mathematics - Study and teaching (Elementary);Science - Experiments - Juvenile literature;Biology - Experiments - Juvenile literature;Food - Experiments - Juvenile literature;Interdisciplinary approach in education",Jaw breakers and heart thumpers : a study in fun foods and body basics,
QH 316.5 .J38 1995,7217,"Courtney, Barry","Courtney, Barry",7217,Monograph,Learning Commons,Act-nonc,,AIMS Education Foundation,,,"x, 97 leaves : ill. ; 28 cm.",Rev. ed.,text,Learning Commons,1881431606,9.78E+12,1881431606,QH 316.5 .J38 2005,,"Fresno, Calif.","c1995, 2005",1995,AIMS Education Foundation,,Non-Circulating,Science - Study and teaching (Elementary);Mathematics - Study and teaching (Elementary);Science - Experiments - Juvenile literature;Food - Experiments - Juvenile literature;Biology - Experiments - Juvenile literature;Interdisciplinary approach in education,Jaw breakers and heart thumpers,
QH 316.5 .J38 1995,4076,"Courtney, Barry","Courtney, Barry",2560,Monograph,Learning Commons,Activity,,AIMS Education Foundation,,,"x, 97 leaves : ill. ; 28 cm.",Rev. ed.,text,,1881431606,9.78E+12,1881431606,QH 316.5 .J38 2005,,"Fresno, Calif.","c1995, 2005",1995,AIMS Education Foundation,,Available,Science - Study and teaching (Elementary);Mathematics - Study and teaching (Elementary);Science - Experiments - Juvenile literature;Food - Experiments - Juvenile literature;Biology - Experiments - Juvenile literature;Interdisciplinary approach in education,Jaw breakers and heart thumpers,
QH 316.5 .J38 1995,7218,"Courtney, Barry","Courtney, Barry",7218,Monograph,Learning Commons,Activity,,AIMS Education Foundation,,,"x, 97 leaves : ill. ; 28 cm.",Rev. ed.,text,Learning Commons,1881431606,9.78E+12,1881431606,QH 316.5 .J38 2005,,"Fresno, Calif.","c1995, 2005",1995,AIMS Education Foundation,,Available,Science - Study and teaching (Elementary);Mathematics - Study and teaching (Elementary);Science - Experiments - Juvenile literature;Food - Experiments - Juvenile literature;Biology - Experiments - Juvenile literature;Interdisciplinary approach in education,Jaw breakers and heart thumpers,
QH 316.5 .J38 2005,21901,"Courtney, Barry","Courtney, Barry",21901,Monograph,Learning Commons,Activity,,AIMS Education Foundation,,,"x, 97 leaves : ill. ; 28 cm.",Rev. ed.,text,Learning Commons,1881431606,9.78E+12,1881431606,QH 316.5 .J38 2005,,"Fresno, Calif.","c1995, 2005",1995,AIMS Education Foundation,,Available,Science - Study and teaching (Elementary);Mathematics - Study and teaching (Elementary);Science - Experiments - Juvenile literature;Food - Experiments - Juvenile literature;Biology - Experiments - Juvenile literature;Interdisciplinary approach in education,Jaw breakers and heart thumpers,
QH 316.5 .J38 2005,21902,"Courtney, Barry","Courtney, Barry",21902,Monograph,Learning Commons,Activity,,AIMS Education Foundation,,,"x, 97 leaves : ill. ; 28 cm.",Rev. ed.,text,Learning Commons,1881431606,9.78E+12,1881431606,QH 316.5 .J38 2005,,"Fresno, Calif.","c1995, 2005",1995,AIMS Education Foundation,,Available,Science - Study and teaching (Elementary);Mathematics - Study and teaching (Elementary);Science - Experiments - Juvenile literature;Food - Experiments - Juvenile literature;Biology - Experiments - Juvenile literature;Interdisciplinary approach in education,Jaw breakers and heart thumpers,
QH 541.5 .S3 J436 2006a,19979,"Cousteau, Jean-Michel","Cousteau, Jean-Michel;Stacey, Pamela;Redford, Robert",19979,DVD,Learning Commons,General,,"Ocean Futures Society;KQED-TV (Television station : San Francisco, Calif.)",,,"1 videodisc (ca. 120 min.) : sd., col. ; 4 3/4 in.",,DVD/videorecording,Learning Commons,793692865,9.78E+12,793692865,QH 541.5 .S3 J436 2006a,,"Alexandria, VA",2006,2006,PBS Video,,Available,Video recordings for the hearing impaired;Biological diversity conservation;Marine ecology - Pacific Ocean;Sharks;Marine ecology - Atlantic Ocean;Marine biology;Marine mammals;Documentary television programs;Conservation of natural resources,"Jean-Michel Cousteau Ocean adventures: Select segments for educational use, Season 1",Teacher's guide Jean-Michel Cousteau Ocean adventures:
QL 638.9 .J43 2006,8978,"Cousteau, Jean-Michel","Cousteau, Jean-Michel;Brosnan, Pierce;Stacey, Pamela",19976,DVD,Learning Commons,General,,"KQED-TV (Television station : San Francisco, Calif.);Ocean Futures Society;PBS Video",,39:45.0,"1 videodisc (ca. 120 min.) : sd., col. ; 4 3/4 in.",,DVD/videorecording,TI Classroom,793692342,9.78E+12,793692342,QL 638.9 .J43 2006,,"Alexandria, VA",c2006,2006,PBS Video,,Available,Documentary television programs;Gray whale;Marine animals;Sharks;Video recordings for the hearing impaired,Jean-Michel Cousteau Ocean adventures Sharks at risk & Gray whale obstacle course,Sharks at risk;Gray whale obstacle course;Ocean adventures
